address,created,id_user,active,Property_type,Price,Bedrooms,Bathrooms,Car_spaces,new_or_established,Swimming_pool,Garage,Balcony,Outdoor_area,Undercover_parking,Shed,Fully_fenced,Outdoor_spa,Tennis_court,Ensuite,DishWasher,Study,Built_in_robes,Alarm_system,Broadband,Floorboards,Gym,Rumpus_room,Workshop,Air_conditioning,Solar_panels,Heating,High_energy_efficiency,Water_tank,Solar_hot_water,user_id,Updated,plan 
"94 Chad Rise
St. Matthew, VIC, 2613",2019-06-09 16:22:12,514714ad-d34d-4e58-9bae-fc7f128e5f03,1,Acreage,575000,4,15,4,Established,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2019-06-09 16:22:12,
"Suite 183
 143 Miller Garden
Lake Brandon, NSW, 4709",2019-06-09 16:22:12,1c34fc02-bfc2-4731-a13f-56c227b04fb0,1,Rural,320000,19,11,2,New,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,2019-06-09 16:22:12,
"Suite 343
 3 Anna Drive
Browntown, NSW, 2986",2019-06-09 16:22:12,13919abf-0ddd-41bb-a372-b585a41d75bc,1,House,165000,16,13,7,New,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,2019-06-09 16:22:12,
"91 Hoffman Plaza
Carrieport, QLD, 0859",2019-06-09 16:22:12,75e99f79-6f35-4fee-a0ff-686659959dc9,1,Land,310000,7,16,4,Established,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,2019-06-09 16:22:12,
"2 /
 693 Thomas Ride
Port Terri, WA, 2966",2019-06-09 16:22:12,a81310fd-bcbd-4771-9f8b-40eb7454721d,1,Villa,680000,15,17,5,Established,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-06-09 16:22:12,
"132 /
 737 Decker Flat
Diazview, VIC, 2619",2019-06-09 16:22:12,6abb6799-70a6-43c4-aa1d-98fd6d38ee58,1,Block Of Units,95000,2,4,3,Established,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,2019-06-09 16:22:12,
"Apt. 434
 983 Robert Estate
St. Petermouth, SA, 1784",2019-06-09 16:22:12,5267170c-0ed4-47fa-961c-0cc75b1bfad1,1,Block Of Units,930000,7,4,4,Established,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,2019-06-09 16:22:12,
"Apt. 846
 00 Woods Beach
Richardsonside, QLD, 2617",2019-06-09 16:22:12,c4908e4b-6a85-460c-93c9-04f1f7e3a11a,1,Townhouse,555000,7,8,2,Established,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2019-06-09 16:22:12,
"71 Stephen Tollway
Port Brandonton, WA, 4886",2019-06-09 16:22:12,c0600ced-d3ce-407e-a626-f87421b0e39e,1,Villa,525000,13,2,6,Established,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,2019-06-09 16:22:12,
"37 Jo Little
St. Adamfurt, VIC, 2402",2019-06-09 16:22:12,d450c0fb-7501-452b-8cc0-caae33482e9f,1,Acreage,205000,8,4,2,Established,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2019-06-09 16:22:12,
"9 Christopher Court
East Joy, NT, 2197",2019-06-09 16:22:12,fb3a7b56-7ba6-426d-b401-c09ac589a930,1,Acreage,710000,5,1,1,New,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,2019-06-09 16:22:12,
"60 Mary Firetrail
Williamsfurt, NSW, 2648",2019-06-09 16:22:12,61de980e-00e3-4f25-ad05-946aa8717d74,1,Townhouse,965000,19,19,7,Established,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,2019-06-09 16:22:12,
"247 /
 8 Tapia Riverway
New Kevinmouth, SA, 2920",2019-06-09 16:22:12,1a3c32f5-715c-4b6f-9dda-481e09894cfe,1,Block Of Units,165000,11,8,6,New,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,2019-06-09 16:22:12,
"0 /
 048 Cross Cul-de-sac
Port Mariaville, NT, 9626",2019-06-09 16:22:12,e12a67ec-80fd-49bb-9aca-5f7cd5e0651f,1,Villa,315000,17,9,9,Established,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,2019-06-09 16:22:12,
"3 /
 884 James Drive
Kellyshire, NT, 2661",2019-06-09 16:22:12,98ef8c43-16a0-4da9-92a0-909be6acd7c0,1,Apartment_Unit,760000,10,13,2,Established,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,2019-06-09 16:22:12,
"50 Chapman Causeway
Kimchester, TAS, 2918",2019-06-09 16:22:12,626f6bdc-a115-4304-82a3-421bdd0d0910,1,Rural,590000,12,3,3,Established,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,2019-06-09 16:22:12,
"59 Richard Cutting
New Tammyview, ACT, 2630",2019-06-09 16:22:12,cbb86659-830f-4d41-9263-16eb17841454,1,Retirement Living,490000,7,13,5,New,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,2019-06-09 16:22:12,
"828 Gordon Cutting
North Paula, QLD, 0848",2019-06-09 16:22:12,5efded2b-1ff8-479b-9fc3-8eefefac0b74,1,Apartment_Unit,430000,16,6,7,Established,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,2019-06-09 16:22:12,
"7 /
 21 Lacey Interchange
Tylerberg, ACT, 9001",2019-06-09 16:22:12,f46e1101-f751-4165-b06b-7a0c65816b0a,1,Land,360000,7,2,8,New,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,2019-06-09 16:22:12,
"Level 8
 72 Downs Track
Michaelhaven, VIC, 3627",2019-06-09 16:22:12,3ab1868e-b276-4fc8-a780-0bfff8373c8a,1,Acreage,290000,4,1,7,New,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,2019-06-09 16:22:12,
"Suite 653
 670 Savage Drive
Lopezberg, NT, 2607",2019-06-09 16:22:12,5367ca65-28ef-4ff5-bbec-c25a310fa5d8,1,Villa,590000,2,16,3,Established,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,2019-06-09 16:22:12,
"6 Amanda Row
Medinashire, NT, 7829",2019-06-09 16:22:12,6312d065-ee04-4841-ab4a-fc7cf1039652,1,Land,370000,4,17,9,New,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,2019-06-09 16:22:12,
"1 Berg Rosebowl
North Danielfurt, NT, 7240",2019-06-09 16:22:12,89eef6e0-28ac-44bb-8ebd-d73fc9de5734,1,House,155000,2,13,8,New,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,2019-06-09 16:22:12,
"Flat 14
 4 Colleen Pass
Robertborough, WA, 1364",2019-06-09 16:22:12,a40f0cb9-896f-4f82-812f-f05073f3fcf5,1,Acreage,160000,9,18,8,Established,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,2019-06-09 16:22:12,
"374 /
 52 Madison Dell
Robersonbury, WA, 2620",2019-06-09 16:22:12,707d7b05-c250-4f90-ae39-faea3d1b98e6,1,Block Of Units,180000,1,1,4,Established,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,2019-06-09 16:22:12,
"74 Joseph Quays
Watsonchester, NT, 2611",2019-06-09 16:22:12,bf44a72b-7da1-48ee-a672-2d76f63da243,1,Apartment_Unit,710000,9,5,5,New,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,2019-06-09 16:22:12,
"Apt. 231
 668 Doyle Glen
Port Cynthiamouth, WA, 0899",2019-06-09 16:22:12,20dd4a67-4b16-4667-bf32-f8256ae991b2,1,Villa,825000,4,18,3,Established,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,2019-06-09 16:22:12,
"0 /
 18 Garcia Riviera
Markmouth, TAS, 2657",2019-06-09 16:22:12,9097e47d-26dd-463d-ac29-dd6ee2badeb2,1,Villa,275000,15,6,7,Established,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,2019-06-09 16:22:12,
"180 Shelia Alleyway
Paulaville, NT, 2613",2019-06-09 16:22:12,62bf2481-e365-4218-87b4-6ceb907561f6,1,Apartment_Unit,750000,3,4,2,New,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,2019-06-09 16:22:12,
"Suite 768
 91 Sloan Underpass
Port Emilyland, SA, 1362",2019-06-09 16:22:12,3a65776b-ae9b-4e20-9a7b-c067bd464ee2,1,Townhouse,840000,6,12,7,New,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,2019-06-09 16:22:12,
"59 Tracy Courtyard
West Anthonymouth, TAS, 2657",2019-06-09 16:22:12,1eefc654-5031-4777-b426-7513c53ae469,1,Acreage,675000,1,19,9,New,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,2019-06-09 16:22:12,
"Apt. 297
 0 Eric Street
North Johnhaven, VIC, 2950",2019-06-09 16:22:12,1b6d3f14-9da3-4b15-b4fc-6abc6d1ec928,1,Rural,360000,4,9,3,New,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,2019-06-09 16:22:12,
"70 Andrea Outlook
St. Courtney, WA, 3301",2019-06-09 16:22:12,4df91ee9-efc7-41a4-9d3b-79c5a76fe1ff,1,Apartment_Unit,470000,5,1,5,Established,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,2019-06-09 16:22:12,
"9 /
 87 Gilbert Place
Stephanieburgh, VIC, 2690",2019-06-09 16:22:12,28ef08b0-ed45-4a5f-ac3d-19dcf48c587b,1,Townhouse,315000,11,6,8,Established,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,2019-06-09 16:22:12,
"18 Pamela Piazza
North Robert, QLD, 2986",2019-06-09 16:22:12,2fbe6147-7380-42a2-83d2-e1b0b50756e5,1,Apartment_Unit,975000,13,7,4,New,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,2019-06-09 16:22:12,
"57 Kimberly Rest
Romanberg, TAS, 8310",2019-06-09 16:22:12,7bca4a40-a3bc-4052-b3fc-f702089ddd40,1,House,785000,11,19,6,New,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,2019-06-09 16:22:12,
"98 Yang Spur
New Jose, NT, 0915",2019-06-09 16:22:12,6adf8f8a-b177-4b81-a45d-0465d1fc00bf,1,Villa,430000,16,6,6,New,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,2019-06-09 16:22:12,
"2 Williams Copse
Tinaview, TAS, 0215",2019-06-09 16:22:12,371e9e47-e748-443e-9cf3-41683cc06380,1,Block Of Units,730000,14,6,1,Established,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,2019-06-09 16:22:12,
"Apt. 957
 755 Perez Roadway
Daviesstad, NSW, 3287",2019-06-09 16:22:12,c29f8ce6-c933-4a4b-abdd-77957422bbb2,1,Block Of Units,435000,2,3,5,New,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,2019-06-09 16:22:12,
"Apt. 066
 1 Amber Intersection
Nicholaschester, WA, 2013",2019-06-09 16:22:12,5f20aecc-67f0-4829-831d-cabf62b0d5c9,1,Block Of Units,100000,4,15,1,Established,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,2019-06-09 16:22:12,
"003 Karen Mall
Castanedaberg, VIC, 2809",2019-06-09 16:22:12,b56cacd1-4d59-46d2-8b29-fffd1344e656,1,Block Of Units,855000,5,14,1,New,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,2019-06-09 16:22:12,
"Flat 99
 101 Martha Landing
Donnaberg, QLD, 2669",2019-06-09 16:22:12,9e556afb-c9f9-4873-831c-130d92d6fed0,1,House,210000,12,14,2,New,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,2019-06-09 16:22:12,
"Apt. 986
 12 Whitney Edge
Richardsonfurt, WA, 7562",2019-06-09 16:22:12,d92a336a-ed0d-44ac-8671-5bc883967a94,1,Block Of Units,155000,3,12,9,New,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,2019-06-09 16:22:12,
"8 Berg Dip
Wellstown, NT, 1436",2019-06-09 16:22:12,878f3764-b397-444c-85a0-c8c96ef508c5,1,Townhouse,340000,4,13,3,New,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2019-06-09 16:22:12,
"68 Jennifer Edge
Wilsonbury, WA, 2936",2019-06-09 16:22:12,fc714193-b838-4527-9657-dc7fd1b2bfaa,1,Villa,110000,12,8,8,New,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,2019-06-09 16:22:12,
"1 Jordan Loop
New Bernardport, SA, 2645",2019-06-09 16:22:12,a20487f8-e422-4420-8a43-f2aed6c4dce3,1,Block Of Units,340000,8,18,5,New,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2019-06-09 16:22:12,
"0 Guzman Centre
West Janice, ACT, 8331",2019-06-09 16:22:12,d5ef49b0-0eda-4fdb-83b1-a2e6c20df433,1,Townhouse,190000,6,4,2,New,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,2019-06-09 16:22:12,
"093 Michael Anchorage
Joshuaville, SA, 2955",2019-06-09 16:22:12,8a27fe09-cbbd-4043-aeba-470c0df43ded,1,Apartment_Unit,940000,13,1,7,Established,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,2019-06-09 16:22:12,
"428 Whitney Viaduct
Port Douglaston, WA, 2931",2019-06-09 16:22:12,f560c466-6ddd-4871-8e97-476e5e286994,1,Retirement Living,365000,6,8,9,New,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,2019-06-09 16:22:12,
"Apt. 873
 1 Mary Run
Jaredfurt, TAS, 0900",2019-06-09 16:22:12,2f6d9e78-ca39-43c3-b831-35201be9e8a6,1,Townhouse,895000,3,15,1,New,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,2019-06-09 16:22:12,
"923 Reid Cul-de-sac
Dawnchester, NSW, 2880",2019-06-09 16:22:12,85aeeb87-6432-4c48-aa65-e591cc4f68df,1,Villa,235000,9,3,3,New,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,2019-06-09 16:22:12,
"8 /
 440 Michael Highroad
Martinmouth, NT, 7003",2019-06-09 16:22:12,2e8eb547-2e6f-466a-bfbf-cff0351afd26,1,House,860000,15,1,5,Established,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2019-06-09 16:22:12,
"959 /
 9 Dana Grange
New Nataliefurt, NT, 2180",2019-06-09 16:22:12,de40c786-bb08-4272-9c9a-9ad1d9e5064d,1,Townhouse,300000,9,4,5,New,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,2019-06-09 16:22:12,
"906 Ward Part
West Jon, WA, 6754",2019-06-09 16:22:12,720a325f-6a27-4d8b-a126-7b01e0b9adb5,1,Acreage,840000,11,16,6,Established,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,2019-06-09 16:22:12,
"6 Kathleen Loop
Phillipsville, WA, 2672",2019-06-09 16:22:12,958a405c-e8b2-42f7-86d8-fee2d438fe80,1,Villa,515000,10,13,3,New,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,2019-06-09 16:22:12,
"4 Landry Ridgeway
Bautistaview, VIC, 9309",2019-06-09 16:22:12,5fd8f50f-4c97-4a59-80e7-59ee53090511,1,Villa,665000,12,9,8,Established,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,2019-06-09 16:22:12,
"640 Russo Pass
North Matthew, TAS, 2592",2019-06-09 16:22:12,b0566385-fe0a-438f-b31c-3c62333339b3,1,Townhouse,720000,15,17,8,New,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,2019-06-09 16:22:12,
"Suite 546
 7 Amanda Right Of Way
East Kathrynville, NT, 8196",2019-06-09 16:22:12,baa03621-7947-4649-9baf-62c465080803,1,Apartment_Unit,615000,15,4,4,New,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2019-06-09 16:22:12,
"53 /
 2 Black Quays
Smithstad, WA, 2680",2019-06-09 16:22:12,c020e8c8-2927-454d-bbe2-6496604e5817,1,Rural,355000,19,1,6,Established,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,2019-06-09 16:22:12,
"6 /
 14 Mason Retreat
East Jamiehaven, NSW, 2646",2019-06-09 16:22:12,01caf765-288f-4cc5-a041-8c78b7ef51d6,1,Block Of Units,250000,10,19,5,New,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,2019-06-09 16:22:12,
"3 Tyler Byway
East James, SA, 2920",2019-06-09 16:22:12,452d3f05-024a-4913-9d62-506bf88c69f0,1,Block Of Units,650000,6,19,8,Established,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,2019-06-09 16:22:12,
"0 Fritz Ridgeway
Angelberg, QLD, 0927",2019-06-09 16:22:12,5a0afa26-3b93-4333-a72f-3d5f0dd14b54,1,Townhouse,475000,13,7,2,Established,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,2019-06-09 16:22:12,
"658 /
 1 Jackson Concourse
Helenshire, ACT, 2524",2019-06-09 16:22:12,f06a4ca0-d698-434b-ad6c-d28d515da8b7,1,Acreage,125000,4,3,2,New,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,2019-06-09 16:22:12,
"6 Bailey Freeway
North Kevin, NT, 2499",2019-06-09 16:22:12,099a5195-d3a7-4913-b5aa-9517db63f4db,1,Land,905000,11,3,6,New,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2019-06-09 16:22:12,
"5 /
 19 Lopez Ridge
Davishaven, VIC, 2918",2019-06-09 16:22:12,d3f57f45-7080-47a8-b470-eb29dbe12c0c,1,Villa,345000,1,8,5,Established,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,2019-06-09 16:22:12,
"Apt. 000
 1 Shannon Tollway
Youngland, QLD, 3448",2019-06-09 16:22:12,213d0b42-1959-47b2-b0ac-f31cf83c8fd9,1,Apartment_Unit,595000,13,17,8,New,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,2019-06-09 16:22:12,
"Level 8
 582 Bryant Entrance
Bradleyshire, NT, 0285",2019-06-09 16:22:12,912b9a2b-2633-41fe-9502-e99058d6bbb0,1,Land,480000,17,4,6,Established,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,2019-06-09 16:22:12,
"13 Holland Centre
Josephchester, NT, 8949",2019-06-09 16:22:12,61e801ba-576d-4904-98a4-998f0458d48b,1,Apartment_Unit,595000,1,12,7,Established,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,2019-06-09 16:22:12,
"720 Aaron Landing
North Harold, VIC, 2969",2019-06-09 16:22:12,116eb5fd-c49d-45ca-b253-ed0cb5fb3971,1,Retirement Living,175000,8,10,9,Established,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,2019-06-09 16:22:12,
"Suite 123
 07 Douglas Corso
Port Lisahaven, NT, 0212",2019-06-09 16:22:12,35617938-bb77-45c1-9930-bc24ef36bee7,1,Retirement Living,880000,16,13,2,New,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,2019-06-09 16:22:12,
"4 /
 708 Kelly Walk
New Ashley, TAS, 2983",2019-06-09 16:22:12,868bd6b0-e8ff-49ce-995c-f3485d8f6c86,1,Block Of Units,530000,7,18,2,New,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,2019-06-09 16:22:12,
"Apt. 579
 42 Foster Footway
West Victoria, NSW, 2931",2019-06-09 16:22:12,a7deb00c-2792-48e0-981a-655de9cd077b,1,Apartment_Unit,745000,16,2,6,Established,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,2019-06-09 16:22:12,
"4 James Ground
North Michaelmouth, WA, 6170",2019-06-09 16:22:12,1d9718f4-d5fe-41b8-b255-0dee32b0ea7d,1,Land,730000,15,17,8,Established,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,2019-06-09 16:22:12,
"8 /
 7 Davis Laneway
Bobbyside, VIC, 7371",2019-06-09 16:22:12,98e13fc6-694d-4555-9b2f-e348ab44c465,1,Land,545000,7,8,1,Established,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,2019-06-09 16:22:12,
"095 Thomas Piazza
East Maryberg, TAS, 0941",2019-06-09 16:22:12,42a9353e-6035-44a7-b3b5-7eee68356653,1,Townhouse,940000,10,1,2,Established,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,2019-06-09 16:22:12,
"Flat 83
 48 Nicole Gully
Port Gina, VIC, 1473",2019-06-09 16:22:12,47fdc22e-d7cc-463b-aa84-a9812c7692fe,1,Land,165000,9,9,2,New,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,2019-06-09 16:22:12,
"0 Christopher Range
Adammouth, SA, 2382",2019-06-09 16:22:12,265354e9-1d7e-4ac8-acd2-3dc74aaea588,1,Acreage,595000,1,2,3,Established,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,2019-06-09 16:22:12,
"Unit 56
 6 Olsen Alley
Brittanyport, VIC, 1649",2019-06-09 16:22:12,044fb7e7-5514-4001-9512-fa079b57768b,1,Land,130000,2,19,4,New,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,2019-06-09 16:22:12,
"5 /
 021 Bean Stairs
South Raymond, NSW, 2606",2019-06-09 16:22:12,a71d43bd-b84b-431a-8905-b143dfd392bf,1,Apartment_Unit,705000,1,14,1,Established,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,2019-06-09 16:22:12,
"612 Thornton Amble
Duffymouth, SA, 8728",2019-06-09 16:22:12,184481b1-feed-4798-a01e-31454e7766bc,1,Retirement Living,95000,8,18,8,New,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,2019-06-09 16:22:12,
"37 Ashley Tor
Beckerfort, ACT, 2911",2019-06-09 16:22:12,ba33cc55-e5a9-416a-a250-49ca1c56af1c,1,Block Of Units,415000,14,2,7,New,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,2019-06-09 16:22:12,
"1 /
 0 Karen State Highway
Lynnborough, NSW, 2700",2019-06-09 16:22:12,83fdf9d6-bf96-4f26-9c76-af32412d4ebb,1,Land,830000,7,7,5,New,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,2019-06-09 16:22:12,
"243 Victoria Roadway
Brownport, WA, 0894",2019-06-09 16:22:12,cc32d3e6-6e42-497e-b596-86576a0cc856,1,Retirement Living,160000,12,13,9,New,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,2019-06-09 16:22:12,
"864 /
 90 Salas Highway
West Debramouth, VIC, 2654",2019-06-09 16:22:12,40135723-9b7c-4adb-ab53-6b95d6e0ca23,1,Acreage,345000,6,8,9,New,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,2019-06-09 16:22:12,
"Apt. 220
 43 Collins Formation
Jefferyview, QLD, 2695",2019-06-09 16:22:12,5bbd192c-7139-4be7-87f6-73190580a1fd,1,Block Of Units,495000,2,6,6,Established,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,2019-06-09 16:22:12,
"9 Michael Amble
East Jenniferhaven, NT, 2613",2019-06-09 16:22:12,9db854ab-705c-422f-bd44-e58e02ad917d,1,Villa,610000,13,9,3,Established,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,2019-06-09 16:22:12,
"Level 4
 40 Levine Fairway
New Christinaview, VIC, 2669",2019-06-09 16:22:12,e4dc620a-fa73-450e-8aff-6c4f8a3b90d0,1,Land,120000,2,1,5,New,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,2019-06-09 16:22:12,
"8 Gerald Motorway
St. Staceyton, NSW, 2070",2019-06-09 16:22:12,b8cff34f-e076-40c9-874d-a70bd59d6d2f,1,Land,545000,9,2,9,Established,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,2019-06-09 16:22:12,
"917 /
 000 William Siding
Robinton, VIC, 2956",2019-06-09 16:22:12,cdfe8db5-af8b-4582-9719-494c63e6d1b0,1,Villa,545000,11,2,8,New,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,2019-06-09 16:22:12,
